编号,名字,别名,世代,种族,属性,装备凹槽,消耗容量,成长,退化,进化,进化条件,Lv.1数值,Lv.99数值,SS,必杀技,继承技
209,进升暴龙兽,跃升暴龙兽,完全体,疫苗,火,3,14,速攻,"['火神兽', 'V仔兽EX', '大地暴龙兽', '多路加兽', '巴欧哈克兽']","['凯王兽', '闪光暴龙兽', '斩龙兽']","('等级：30', 'HP：350', 'SP：', 'ATK：100', 'DEF：', 'INT：', 'SPD：75', '友情：50', '才能：', '')","('HP：950', 'SP：50', 'ATK：115', 'INT：30', 'DEF：65', 'SPD：85')","('HP：2120', 'SP：138', 'ATK：242', 'INT：108', 'DEF：153', 'SPD：202')","('火灾现场的怪力', 'HP在50%以下时，ATK提升25%。')","[('三叉戟左轮', '对敌方单体发动3次威力40的火属性物理攻击。')]","['Lv.正极锁链', 'Lv.命中填充', 'Lv.流星坠落Ⅱ', 'Lv.云雾汽油弹Ⅲ']"
210,丁香兽,,完全体,资料,木,3,12,魔防,"['比多兽', '向日葵兽', '羽蝶兽', '鼻屎兽']","['莉莉丝兽', '蔷薇兽', '莲花兽']","('等级：30', 'HP：', 'SP：75', 'ATK：', 'DEF：', 'INT：75', 'SPD：', '友情：', '才能：', '')","('HP：750', 'SP：90', 'ATK：30', 'INT：105', 'DEF：55', 'SPD：70')","('HP：1820', 'SP：207', 'ATK：108', 'INT：232', 'DEF：153', 'SPD：158')","('花朵守护', '不会陷入剧毒状态')","[('丁香骤雨', '对敌方全体发动威力60的木属性魔法攻击,并有40%的机率使对方中毒。')]","['Lv.符文之森Ⅰ', 'Lv.灵气', 'Lv.符文之森Ⅱ', 'Lv.盖亚元素Ⅲ']"
211,拉比兽,,完全体,疫苗,雷,3,12,万能,"['加鲁哥兽', '镰鼬兽', '雀蜂兽']","['撒多格杜兽', '虎蜂兽', '钢铁加鲁鲁兽（黑）']","('等级：28', 'HP：', 'SP：', 'ATK：75', 'DEF：', 'INT：', 'SPD：75', '友情：50', '才能：', '')","('HP：650', 'SP：60', 'ATK：65', 'INT：70', 'DEF：60', 'SPD：90')","('HP：1720', 'SP：167', 'ATK：163', 'INT：168', 'DEF：158', 'SPD：197')","('百发百中', 'ACU提升15%。')","[('黄金三角', '对敌方单体发动威力90的雷属性魔法攻击，并有10%的机率使自己的基礎状态提升10%。')]","['Lv.闪电坠击Ⅰ', 'Lv.流星坠落Ⅰ', 'Lv.闪电坠击Ⅱ', 'Lv.奈米机械破坏Ⅲ']"
212,花仙兽,,完全体,资料,木,3,12,智力,"['向日葵兽', '迪路兽', '仙人掌兽', '羽蝶兽']","['圣龙兽', '蔷薇兽', '莲花兽']","('等级：30', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：75', 'SPD：75', '友情：50', '才能：', '')","('HP：500', 'SP：90', 'ATK：35', 'INT：100', 'DEF：50', 'SPD：100')","('HP：1280', 'SP：217', 'ATK：113', 'INT：227', 'DEF：138', 'SPD：217')","('剧毒的荆棘', '发动攻击时，有10%的机率使对方中毒。')","[('花仙炮', '对敌方单体发动威力105的木属性魔法攻击。并有50%的机率使对方麻痹。')]","['Lv.符文之森Ⅰ', 'Lv.X治愈', 'Lv.盖亚元素Ⅲ', 'Lv.符文之森Ⅱ']"
213,光明兽FM,,完全体,病毒,无,2,22,双刀,['光明兽'],['光明兽SM'],"('等级：55', 'HP：', 'SP：', 'ATK：180', 'DEF：', 'INT：240', 'SPD：180', '友情：', '才能：80', '')","('HP：900', 'SP：90', 'ATK：105', 'INT：145', 'DEF：70', 'SPD：90')","('HP：1880', 'SP：188', 'ATK：222', 'INT：262', 'DEF：158', 'SPD：188')","('傲慢', '全属性技能造成的伤害增加5%。')","[('生死交错', '对敌方单体发动威力130的无属性魔法攻击，并有10%的机率使对方陷入异常状态，5%机率立即死亡。')]","['Lv.闪耀雷射Ⅱ', 'Lv.地狱粉碎Ⅱ', 'Lv.精神耗竭', 'Lv.地狱粉碎Ⅲ', 'Lv.闪耀雷射Ⅲ']"
214,女恶魔兽,,完全体,病毒,暗,3,14,智力,"['冰恶魔兽', '九尾狐兽', '猛鬼兽', '黑迪路兽', '修女兽天蓝']","['混沌神魔兽', '莉莉丝兽', '莲花兽']","('等级：30', 'HP：', 'SP：75', 'ATK：', 'DEF：', 'INT：95', 'SPD：', '友情：', '才能：10', '')","('HP：500', 'SP：100', 'ATK：60', 'INT：95', 'DEF：50', 'SPD：85')","('HP：1280', 'SP：227', 'ATK：138', 'INT：222', 'DEF：138', 'SPD：202')","('噩梦军团', '暗属性技能造成的伤害增加15%。')","[('黑暗波', '对敌方全体发动2次威力35的暗属性魔法攻击。')]","['Lv.地狱粉碎Ⅰ', 'Lv.精神耗竭', 'Lv.梦魇Ⅲ', 'Lv.地狱粉碎Ⅱ']"
215,兽人加鲁鲁,兽人加鲁鲁兽,完全体,疫苗,土,3,12,速攻,"['奥加兽', '迦奥迦兽', '加鲁鲁兽', '强袭龙兽', '野狼兽']","['幻影迦奥迦兽', '钢铁加鲁鲁兽', '钢铁加鲁鲁兽（黑）']","('等级：28', 'HP：', 'SP：', 'ATK：90', 'DEF：', 'INT：', 'SPD：85', '友情：50', '才能：', '')","('HP：850', 'SP：45', 'ATK：115', 'INT：40', 'DEF：45', 'SPD：95')","('HP：2020', 'SP：133', 'ATK：242', 'INT：118', 'DEF：133', 'SPD：212')","('野性的鼓动', 'SPD提升15%。')","[('凯撒锐爪', '对敌方单体发动威力120的无属性物理攻击。')]","['Lv.地牛翻身Ⅰ', 'Lv.流星坠落Ⅰ', 'Lv.彗星重锤Ⅲ', 'Lv.地牛翻身Ⅱ']"
216,黑兽人加鲁鲁,兽人加鲁鲁兽（黑）,完全体,病毒,土,3,12,速攻,"['黑加鲁鲁兽', '血狼兽', '黑迪路兽']","['番长狮子兽', '密涅瓦兽', '钢铁加鲁鲁兽（黑）', '墨丘利兽']","('等级：28', 'HP：400', 'SP：', 'ATK：90', 'DEF：', 'INT：', 'SPD：70', '友情：', '才能：', '')","('HP：900', 'SP：35', 'ATK：120', 'INT：30', 'DEF：60', 'SPD：90')","('HP：2070', 'SP：123', 'ATK：247', 'INT：108', 'DEF：148', 'SPD：207')","('威吓', '发动攻击时，有10%的机率使对方眩晕。')","[('弦月弯刀', '对敌方单体发动威力110的土属性物理攻击，并提升自己的SPD10%。')]","['Lv.马赫突击Ⅰ', 'Lv.云雾汽油弹Ⅱ', 'Lv.彗星重锤Ⅲ', 'Lv.马赫突击Ⅱ']"
217,贤者兽,,完全体,病毒,暗,3,12,智力,"['巫师兽', '时钟兽', '冰巫师兽']","['究极吸血魔兽', '小丑皇', '贝尔菲兽SM']","('等级：28', 'HP：', 'SP：75', 'ATK：', 'DEF：', 'INT：100', 'SPD：', '友情：', '才能：', '')","('HP：400', 'SP：105', 'ATK：30', 'INT：135', 'DEF：40', 'SPD：75')","('HP：1180', 'SP：232', 'ATK：108', 'INT：262', 'DEF：128', 'SPD：192')","('魔术师', '发动攻击时，有10%的机率使对方液晶化。')","[('潘朵拉对话', '减少敌方全体20%HP，使用后将因反作用力而受到HP10%的伤害。')]","['Lv.地狱粉碎Ⅰ', 'Lv.反射镜', 'Lv.地狱粉碎Ⅱ', 'Lv.梦魇Ⅲ']"
218,阿卡迪兽究极体,,究极体,病毒,暗,2,20,万能,"['阿卡迪兽完全体', '地狱使者兽', '吸血魔兽']",['阿卡迪兽超究极体'],"('等级：60', 'HP：', 'SP：130', 'ATK：200', 'DEF：', 'INT：', 'SPD：100', '友情：', '才能：40', '骇客追忆通关')","('HP：880', 'SP：100', 'ATK：147', 'INT：70', 'DEF：60', 'SPD：110')","('HP：1950', 'SP：207', 'ATK：245', 'INT：168', 'DEF：158', 'SPD：217')","('理想乡', '降低受到即死效果的机率50%，提升CRT发生率10%。')","[('点之矩阵', '对敌方单体发动无属性高威力的DEF贯穿攻击。吸取30%的HP。必定命中。')]","['Lv20.破坏加农Ⅲ', 'Lv35.速度破坏力场', 'Lv50.神圣钩爪Ⅲ', 'Lv65.马赫突击Ⅲ', 'Lv80.遗失锁链']"
219,阿尔法兽,,究极体,疫苗,无,1,22,防御,"['黄金剑士兽', '电子龙兽', '多路龙兽']",['阿尔法兽 王龙剑'],"('等级：60', 'HP：', 'SP：', 'ATK：150', 'DEF：170', 'INT：135', 'SPD：', '友情：', '才能：80', '')","('HP：900', 'SP：79', 'ATK：105', 'INT：105', 'DEF：120', 'SPD：91')","('HP：1880', 'SP：177', 'ATK：212', 'INT：212', 'DEF：247', 'SPD：169')","('孤高的隐士', '给予皇家騎士的伤害增加50%。')","[('圣剑开端之刃', '对敌方单体发动威力150的光属性物理攻击。'), ('数码之魂', '对敌方全体发动威力95的无属性魔法攻击，并有5%的机率使对方立即死亡。')]","['Lv.力量能源Ⅲ', 'Lv.智能填充力场', 'Lv.速度破坏力场', 'Lv.发电水流Ⅲ', 'Lv.马赫突击Ⅲ']"
220,究极V龙兽,,究极体,疫苗,风,1,22,速攻,"['翼龙兽', '飞行V龙兽', '超蛇龙兽']",[],"('等级：60', 'HP：', 'SP：', 'ATK：120', 'DEF：', 'INT：', 'SPD：145', '友情：', '才能：80', '')","('HP：1100', 'SP：85', 'ATK：125', 'INT：65', 'DEF：65', 'SPD：140')","('HP：2270', 'SP：173', 'ATK：252', 'INT：143', 'DEF：153', 'SPD：257')","('神速', '战斗开始时必定能先采取行动。（本技能只影响本人）')","[('闪光V字斩', '对敌方全体发动威力100的光属性物理攻击，必定命中，并使自己的SPD提升10%。'), ('究极圣剑', '对敌方单体发动2次威力65的风属性物理攻击。')]","['Lv.烈风利爪Ⅲ', 'Lv.智能填充力场', 'Lv.速度填充力场', 'Lv.狂风暴雨Ⅱ', 'Lv.狂风暴雨Ⅲ']"
221,外星兽,,究极体,病毒,雷,3,16,魔防,"['陨石兽', '达高兽', '入侵者兽', '钢铁豆豆兽']",[],"('等级：45', 'HP：', 'SP：120', 'ATK：', 'DEF：', 'INT：120', 'SPD：', '友情：', '才能：20', '')","('HP：700', 'SP：120', 'ATK：35', 'INT：135', 'DEF：65', 'SPD：85')","('HP：1770', 'SP：237', 'ATK：113', 'INT：262', 'DEF：163', 'SPD：173')","('高画质', '不会陷入液晶化状态')","[('脑部破裂', '对敌方单体发动威力115的雷属性魔法攻击，并有50%的机率使对方混乱。')]","['Lv.攻击破坏力场', 'Lv.天国闪电Ⅲ', 'Lv.遗失锁链', 'Lv.闪电坠击Ⅱ', 'Lv.角色倒置']"
222,帝皇龙甲兽DM,,究极体,自由,火,2,20,万能,"['恐蜂兽', '机甲龙兽']","['帝皇龙甲兽FM', '帝皇龙甲兽PM']","('等级：55', 'HP：1600', 'SP：', 'ATK：', 'DEF：150', 'INT：', 'SPD：150', '友情：', '才能：20', '')","('HP：1200', 'SP：90', 'ATK：90', 'INT：90', 'DEF：90', 'SPD：95')","('HP：2270', 'SP：197', 'ATK：188', 'INT：188', 'DEF：188', 'SPD：202')","('龙形态', 'DEF和INT提升10%。')","[('百万屠杀', '对敌方全体发动威力95的暗属性魔法攻击。')]","['Lv.重度强袭Ⅲ', 'Lv.攻击填充力场', 'Lv.流星坠落Ⅲ', 'Lv.音速空洞Ⅲ', 'Lv.马赫突击Ⅲ']"
223,帝皇龙甲兽FM,,究极体,自由,无,2,20,速攻,[],['帝皇龙甲兽DM'],"('等级：', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '「帝皇龙甲兽DM」形态切换')","('HP：1200', 'SP：70', 'ATK：135', 'INT：75', 'DEF：80', 'SPD：95')","('HP：2370', 'SP：158', 'ATK：262', 'INT：153', 'DEF：168', 'SPD：212')","('战士形态', 'ATK和SPD提升10%。')","[('光子雷射', '对敌方单体发动威力150的光属性物理攻击。')]","['Lv20.重度强袭Ⅲ', 'Lv35.攻击填充力场', 'Lv50.流星坠落Ⅲ', 'Lv65.音速空洞Ⅲ', 'Lv80.马赫突击Ⅲ']"
224,维京毛人兽,维京兽,究极体,自由,水,3,18,HP,"['地龙兽', '古神兽', '祖顿兽', '怪蛙皇']",[],"('等级：50', 'HP：1700', 'SP：', 'ATK：130', 'DEF：130', 'INT：120', 'SPD：', '友情：', '才能：20', '')","('HP：1150', 'SP：61', 'ATK：105', 'INT：80', 'DEF：90', 'SPD：89')","('HP：2420', 'SP：149', 'ATK：212', 'INT：178', 'DEF：197', 'SPD：177')","('深海救星', '水属性技能造成的伤害增加15%。')","[('北极暴风雪', '对敌方单体发动威力125的水属性物理攻击，并有40%的机率使对方眩晕。')]","['Lv.寒冰之箭Ⅲ', 'Lv.X治愈', 'Lv.智能填充力场', 'Lv.盖亚元素Ⅲ', 'Lv.大海波浪Ⅲ']"
225,女战神兽,瓦尔基里兽,究极体,自由,风,3,18,速攻,"['天女兽', '人面战鹰兽', '救星哈克兽', '神圣天使兽']",[],"('等级：50', 'HP：', 'SP：', 'ATK：130', 'DEF：', 'INT：130', 'SPD：160', '友情：', '才能：20', '')","('HP：750', 'SP：95', 'ATK：85', 'INT：90', 'DEF：85', 'SPD：110')","('HP：1920', 'SP：183', 'ATK：212', 'INT：168', 'DEF：173', 'SPD：227')","('弗雷亚', '风·光属性技能所给予的伤害增加10%。')","[('芬里尔之剑', '给予敌单体威力130的水属性物理攻击。对手将有15%的机率立即死亡。')]","['Lv.神圣之光Ⅲ', 'Lv.最终治愈', 'Lv.速度填充力场', 'Lv.狂风暴雨Ⅲ', 'Lv.完美复活']"
226,瓦尔德兽,,究极体,疫苗,光,2,20,速攻,"['伽楼达兽', '仙鹰兽', '八咫鸦兽']",['混沌兽VA'],"('等级：55', 'HP：', 'SP：120', 'ATK：', 'DEF：', 'INT：145', 'SPD：130', '友情：', '才能：40', '')","('HP：1000', 'SP：120', 'ATK：40', 'INT：150', 'DEF：50', 'SPD：115')","('HP：2170', 'SP：208', 'ATK：167', 'INT：228', 'DEF：138', 'SPD：232')","('肃清闪光', '受到適性不利的种族攻击时，灭輕伤害10%，變化爲SP。')","[('极光波动', '对敌方全体发动光属性威力80的魔法攻击。必定命中。解除对自身的状态异常不利效果。')]","['Lv.神圣之光Ⅲ', 'Lv.安全守护', 'Lv.最终灵气', 'Lv.闪耀雷射Ⅲ', 'Lv.完美复活']"
227,究极吸血魔兽,怨毒吸血魔兽,究极体,病毒,暗,3,20,双刀,"['地狱使者兽', '吸血魔兽', '死神兽', '斗牛士兽', '贤者兽']",[],"('等级：55', 'HP：1200', 'SP：110', 'ATK：110', 'DEF：', 'INT：110', 'SPD：', '友情：', '才能：40', '')","('HP：1050', 'SP：71', 'ATK：135', 'INT：90', 'DEF：60', 'SPD：89')","('HP：2030', 'SP：169', 'ATK：252', 'INT：207', 'DEF：148', 'SPD：187')","('噩梦军团', '暗属性技能造成的伤害增加15%。')","[('剧毒流注', '对敌方单体发动威力135的暗属性物理攻击，并有50%的机率使对方中毒。')]","['Lv.破坏加农Ⅲ', 'Lv.死亡召唤', 'Lv.物理耗竭', 'Lv.守备破坏力场', 'Lv.地狱粉碎Ⅲ']"
228,战斗暴龙兽,,究极体,疫苗,火,2,20,攻击,"['豆豆兽', '机械暴龙兽', '机械暴龙兽（蓝）']",['奥米加兽'],"('等级：55', 'HP：1700', 'SP：', 'ATK：160', 'DEF：130', 'INT：', 'SPD：', '友情：80', '才能：20', '')","('HP：1050', 'SP：59', 'ATK：130', 'INT：60', 'DEF：105', 'SPD：91')","('HP：2220', 'SP：137', 'ATK：257', 'INT：138', 'DEF：222', 'SPD：189')","('龙之怒吼', '火属性技能造成的伤害增加15%。')","[('盖亚能量炮', '对敌方全体发动威力90的火属性物理攻击，并有30%的机率使自己的ATK提升20%。'), ('神圣龙卷风', '对敌方单体发动无属性高威力的DEF贯穿攻击。')]","['Lv.流星坠落Ⅱ', 'Lv.云雾汽油弹Ⅲ', 'Lv.攻击填充力场', 'Lv.重度强袭Ⅲ', 'Lv.流星坠落Ⅲ']"
229,神圣天女兽,座天使兽,究极体,疫苗,光,2,20,智力,"['天女兽', '妖精兽']",[],"('等级：55', 'HP：', 'SP：120', 'ATK：', 'DEF：120', 'INT：145', 'SPD：', '友情：', '才能：40', '')","('HP：450', 'SP：120', 'ATK：65', 'INT：130', 'DEF：120', 'SPD：95')","('HP：1230', 'SP：247', 'ATK：143', 'INT：257', 'DEF：208', 'SPD：212')","('神圣环', 'HP回复效果增加20%。')","[('伊甸园标枪', '对敌方单体发动威力120的光属性魔法攻击，并有30%的机率使自己的INT提升20%。')]","['Lv20.闪耀雷射Ⅱ', 'Lv35.完美复活', 'Lv50.最终灵气', 'Lv65.神圣之光Ⅲ', 'Lv80.闪耀雷射Ⅲ']"
230,凯王兽,,究极体,病毒,火,3,18,速攻,"['机械暴龙兽', '机械暴龙兽（蓝）', '进升暴龙兽', '龙王兽']",[],"('等级：50', 'HP：', 'SP：', 'ATK：120', 'DEF：100', 'INT：', 'SPD：100', '友情：', '才能：20', '')","('HP：1050', 'SP：55', 'ATK：140', 'INT：55', 'DEF：85', 'SPD：100')","('HP：2220', 'SP：143', 'ATK：267', 'INT：133', 'DEF：173', 'SPD：217')","('背水之阵', '给予敌人的伤害增加20%，但受到的伤害也增加20%。')","[('燐火斩', '对敌方单体发动2次威力70的火属性物理攻击。')]","['Lv.死亡召唤', 'Lv.云雾汽油弹Ⅲ', 'Lv.守备破坏力场', 'Lv.流星坠落Ⅱ', 'Lv.流星坠落Ⅲ']"
231,凯撒暴龙兽,,究极体,自由,火,2,20,双刀,['炎龙兽'],['金刚武神兽'],"('等级：55', 'HP：1500', 'SP：', 'ATK：150', 'DEF：120', 'INT：', 'SPD：', '友情：80', '才能：20', '')","('HP：1150', 'SP：50', 'ATK：148', 'INT：65', 'DEF：107', 'SPD：90')","('HP：2130', 'SP：148', 'ATK：265', 'INT：182', 'DEF：195', 'SPD：188')","('风为焰，冰牙成吾剑', '增加 火·风·草·土属性技能所给予的伤害8%。')","[('炎龙击', '对敌方单体发动火属性威力140的物理攻击。')]","['Lv.云雾汽油弹Ⅲ', 'Lv.烈风利爪Ⅲ', 'Lv.晕眩冲击', 'Lv.地牛翻身Ⅱ', 'Lv.流星坠落Ⅲ']"
232,混沌公爵兽,,,,,,,,[],[],"('等级：', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：', 'SP：', 'ATK：', 'INT：', 'DEF：', 'SPD：')","('HP：', 'SP：', 'ATK：', 'INT：', 'DEF：', 'SPD：')","('', '')","[('', '')]",[]
233,混沌龙兽,,究极体,病毒,雷,2,20,攻击,['机械邪龙兽'],[],"('等级：50', 'HP：1500', 'SP：', 'ATK：130', 'DEF：120', 'INT：', 'SPD：', '友情：', '才能：20', '')","('HP：1050', 'SP：60', 'ATK：140', 'INT：70', 'DEF：115', 'SPD：85')","('HP：2220', 'SP：138', 'ATK：267', 'INT：148', 'DEF：232', 'SPD：183')","('背水之阵', '给予敌人的伤害增加20%，但受到的伤害也增加20%。')","[('高能无限加农炮', '对敌方全体发动雷属性威力115的物理攻击。'), ('终极毀灭炮', '对敌方单体发动雷属性高威力的DEF贯穿攻击。ACU 80%。使对方中剧毒。')]","['Lv.马赫突击Ⅱ', 'Lv.加速增幅器', 'Lv.奈米机械破坏Ⅲ', 'Lv.闪电坠击Ⅱ', 'Lv.闪电坠击Ⅲ']"
234,顽固兽,,究极体,资料,火,2,22,攻击,"['超级流星兽', '死神火焰兽', '火山兽']",[],"('等级：60', 'HP：1700', 'SP：', 'ATK：145', 'DEF：120', 'INT：', 'SPD：', '友情：', '才能：80', '')","('HP：1500', 'SP：51', 'ATK：125', 'INT：70', 'DEF：105', 'SPD：89')","('HP：2670', 'SP：129', 'ATK：252', 'INT：148', 'DEF：222', 'SPD：187')","('师父的气概', 'HP在50%以上，遭受导致无法战斗的攻击时，能以HP1的状态承受住。')","[('地神!神鸣!神驰!亲父!', '对敌方单体发动4次威力35的火属性物理攻击。'), ('掀饭桌', '对敌方全体发动威力100的土属性物理攻击，ACU 70%，容易产生爆击。')]","['Lv.云雾汽油弹Ⅲ', 'Lv.加速增幅器', 'Lv.攻击填充力场', 'Lv.流星坠落Ⅱ', 'Lv.流星坠落Ⅲ']"
235,大王悟空兽,猿猴大王兽,究极体,病毒,土,3,18,防御,"['悟空兽', '怪蛙皇', '熊猫兽']",[],"('等级：45', 'HP：', 'SP：', 'ATK：110', 'DEF：130', 'INT：', 'SPD：100', '友情：', '才能：20', '')","('HP：800', 'SP：65', 'ATK：111', 'INT：78', 'DEF：100', 'SPD：86')","('HP：1780', 'SP：163', 'ATK：218', 'INT：185', 'DEF：227', 'SPD：164')","('强化猴子装', '受到的物理伤害减少15%。')","[('耍猴戏', '敌方单体的基本状态下降30%。连击发生率下降。')]","['Lv.地牛翻身Ⅱ', 'Lv.攻击填充力场', 'Lv.遗失锁链', 'Lv.彗星重锤Ⅲ', 'Lv.马赫突击Ⅲ']"
236,葛叶兽,,究极体,资料,暗,3,18,魔防,"['祖利兽', '祭师兽', '八咫鸦兽']",[],"('等级：55', 'HP：', 'SP：120', 'ATK：', 'DEF：', 'INT：135', 'SPD：120', '友情：', '才能：20', '')","('HP：850', 'SP：105', 'ATK：45', 'INT：130', 'DEF：80', 'SPD：95')","('HP：1920', 'SP：222', 'ATK：123', 'INT：257', 'DEF：178', 'SPD：183')","('心头灭却', '不会陷入混乱状态')","[('胎藏界曼荼罗', '对敌方全体发动威力70的暗属性魔法攻击，并解除对方提升的ACU、EVA、CRT。必定命中。')]","['Lv.梦魇Ⅲ', 'Lv.地狱粉碎Ⅱ', 'Lv.状态屏障', 'Lv.遗失锁链', 'Lv.地狱粉碎Ⅲ']"
237,究极古加兽,巨大古加兽,究极体,病毒,木,3,18,攻击,"['超比多兽', '大古加兽', '祖利兽', '恐蜂兽', '三角龙兽']",[],"('等级：45', 'HP：1500', 'SP：', 'ATK：120', 'DEF：120', 'INT：', 'SPD：', '友情：', '才能：20', '')","('HP：950', 'SP：49', 'ATK：115', 'INT：50', 'DEF：120', 'SPD：91')","('HP：2120', 'SP：127', 'ATK：242', 'INT：128', 'DEF：237', 'SPD：189')","('自然灵魂', '木属性技能造成的伤害增加15%。')","[('次元剪刀', '对敌方单体发动木属性高威力的DEF贯穿攻击。容易产生爆击。')]","['Lv.物理耗竭', 'Lv.新月之叶Ⅲ', 'Lv.狂风暴雨Ⅱ', 'Lv.攻击破坏力场', 'Lv.速度填充力场']"
238,大德古兽,大德拉库兽,究极体,病毒,暗,2,20,速度,"['吸血魔兽', '丧尸撒旦兽', '斗牛士兽']",[],"('等级：50', 'HP：1300', 'SP：', 'ATK：110', 'DEF：', 'INT：110', 'SPD：', '友情：', '才能：40', '')","('HP：900', 'SP：87', 'ATK：125', 'INT：120', 'DEF：65', 'SPD：88')","('HP：1780', 'SP：194', 'ATK：223', 'INT：218', 'DEF：163', 'SPD：215')","('吸血鬼之王', '依照HP吸取效果回复量25%，增加暗属性技能所给予的伤害10%。')","[('水晶革命', '对敌人全体使出水属性威力90的魔法攻击。吸取20%的HP'), ('美杜莎之眼', '使一位敌人DEF下降30%，产生混乱效果。')]","['Lv.梦魇Ⅲ', 'Lv.混乱鬼火', 'Lv.寒冰之箭Ⅲ', 'Lv.智能破坏力场', 'Lv.地狱粉碎Ⅲ']"
239,超级火车兽,大火车头兽,究极体,资料,雷,3,18,防御,"['千兆龙兽', '炮蜂兽', '分子兽']",[],"('等级：50', 'HP：', 'SP：', 'ATK：', 'DEF：160', 'INT：', 'SPD：120', '友情：', '才能：20', '')","('HP：650', 'SP：65', 'ATK：91', 'INT：80', 'DEF：150', 'SPD：89')","('HP：1630', 'SP：163', 'ATK：198', 'INT：187', 'DEF：277', 'SPD：167')","('铁壁的守护', 'DEF提升15%。')","[('破坏崩溃', '对敌方全体发动威力85的土属性魔法攻击。')]","['Lv.天国闪电Ⅲ', 'Lv.反液晶化', 'Lv.守备填充力场', 'Lv.闪电坠击Ⅱ', 'Lv.闪电坠击Ⅲ']"
